Bin index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,Average bin PA,max RBS,Average RBS,Total fold,CAI,AAA codon count,GCA codon count,TTT codon count,FE window 1,FE window 2,FE window 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,10501,7489,5203,6402,1752,10598,4478,6061,6521,2111,5589,1378,7811,10424,11622,12198,4107,4128,11098,12170,10870,7810,1204,10558,10071,5757,0.057657804,-2.453846154,-0.362339744,-19.73846154,0.542921952,0.346153846,0.307692308,0.423076923,-7.392307692,-7.15,-6.753846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,10137,8719,7544,7513,8225,2423,11323,5983,2043,617,7271,7056,12741,8915,12778,7043,7352,6889,11716,9958,1115,1253,1214,7846,6280,7900,0.051897486,-2.484615385,-0.414262821,-19.09230769,0.520388771,0.269230769,0.307692308,0.653846154,-7.907692308,-7.338461538,-6.976923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,5618,10904,5046,9319,10881,10772,9817,10864,12761,2873,12263,6244,3817,5489,4312,7410,10872,12093,6678,2750,2772,12226,7387,2286,4402,11615,0.046367235,-2.296153846,-0.379647436,-19.30384615,0.546100427,0.5,0.307692308,0.230769231,-7.415384615,-7.269230769,-6.915384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,11689,4716,10707,8273,8518,1497,12121,9508,3155,11986,5866,6944,10444,825,6749,916,5430,10439,9132,3832,8093,6331,12631,11603,5486,5300,0.04883798,-2.930769231,-0.492948718,-19.00384615,0.523570583,0.192307692,0.269230769,0.346153846,-7.588461538,-7.184615385,-7.015384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,5327,1165,10234,12401,4308,6144,978,12884,9880,12069,11228,9862,6844,3434,9636,2125,12376,8627,9476,2278,6229,7589,5786,6398,1248,11411,0.059166852,-2.984615385,-0.575160256,-18.75769231,0.544576503,0.115384615,0.346153846,0.807692308,-7.626923077,-7.238461538,-6.823076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,8626,11362,7861,11381,3619,9244,7607,10544,4811,4039,1579,2497,7779,4223,3888,1238,1291,8980,8643,8824,5916,12897,4146,11580,12077,5830,0.036744744,-2.703846154,-0.466346154,-18.26153846,0.53985617,0.346153846,0.346153846,0.576923077,-7.661538462,-7.184615385,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,6832,6871,6884,6898,6929,6980,7238,7278,7301,7328,7367,7395,7402,7445,7582,7714,7754,7770,7774,7789,7816,7833,7865,7873,7890,7915,0.028031535,-2.557692308,-0.438141026,-19.15769231,0.539370563,0.307692308,0.346153846,0.269230769,-8.211538462,-7.2,-7.261538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,4186,11267,2139,10051,8370,10670,5823,9951,8807,9023,11375,9700,7214,10321,9826,4964,8652,797,11931,9088,4951,2279,3997,2153,2838,9150,0.059419042,-2.573076923,-0.371153846,-18.52307692,0.542932948,0.384615385,0.269230769,0.615384615,-7.834615385,-7.346153846,-7.165384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,6533,5500,11177,11494,8553,505,8478,5999,10770,6182,3634,9991,5633,9808,10832,8746,10776,7443,4724,5959,1277,932,1608,7068,7723,9266,0.045266801,-2.503846154,-0.358173077,-18.11538462,0.538677159,0.461538462,0.269230769,0.538461538,-7.5,-7.180769231,-6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,4514,4515,4616,4627,4630,4718,4740,4787,4879,4914,4961,4972,5113,5122,5219,5276,5306,5366,5420,5429,5454,5464,5492,5494,5518,5564,0.043886352,-2.553846154,-0.367948718,-18.92692308,0.483846006,0.076923077,0.230769231,0.538461538,-7.188461538,-6.976923077,-6.784615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,9720,10862,4401,7580,2941,8596,3658,6868,1708,1794,9531,8510,11907,11241,7934,7503,7585,4676,5281,4083,6955,9314,4154,6570,10269,11360,0.038183421,-2.723076923,-0.441346154,-18.14230769,0.555928802,0.423076923,0.153846154,0.423076923,-7.642307692,-7.223076923,-6.930769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,596,616,4898,8010,9727,10454,10808,12657,5595,1418,7857,645,12728,843,6274,6099,11746,3610,11035,11967,12712,8193,6554,8989,9595,1150,0.029193273,-2.953846154,-0.543429487,-17.64230769,0.589020821,0.461538462,0.153846154,0.615384615,-7.561538462,-7.257692308,-6.907692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,5003,12878,12871,5741,1377,10468,1595,1077,12031,9327,9021,11502,11504,5077,5772,12181,982,4437,9802,4443,8844,8256,4571,6927,7896,6005,0.053868172,-2.665384615,-0.396794872,-18.99615385,0.497378783,0.5,0.307692308,0.461538462,-7.5,-7.176923077,-6.807692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,7378,9797,5843,3967,4572,7393,3163,6594,6608,4993,8969,2667,4294,2933,11378,6750,6724,8442,1344,8737,2325,3136,3894,7260,3709,776,0.08736481,-2.653846154,-0.435416667,-18.55384615,0.552142077,0.576923077,0.346153846,0.769230769,-7.715384615,-7.388461538,-7.034615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,8540,8559,8570,8612,8619,8630,8654,8689,8704,8734,8784,8796,8945,8947,8960,8982,9009,9027,9064,9102,9127,9142,9144,9148,9152,9206,0.063983218,-2.915384615,-0.479647436,-18.60769231,0.51148044,0.730769231,0.384615385,0.576923077,-7.280769231,-7.2,-7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,9647,10617,7543,9913,8691,9966,10441,2657,5490,12244,1310,7886,9341,10389,12099,12854,6412,9601,8296,12150,5100,7069,924,9162,2743,2187,0.034488433,-2.684615385,-0.383333333,-18.90384615,0.560095394,0.307692308,0.307692308,0.615384615,-7.665384615,-7.25,-7.030769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,10350,10374,10376,10379,10456,10526,10533,10582,10689,10695,10711,10723,10747,10804,10816,10828,10901,10910,10911,10945,10966,11075,11089,11118,11136,11233,0.063983218,-2.934615385,-0.467628205,-17.83846154,0.532456278,0.269230769,0.307692308,0.769230769,-6.907692308,-6.980769231,-6.742307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,9055,9057,9110,9112,9113,9124,9125,9227,9274,9315,9428,9444,9449,9666,9691,9729,9734,9781,9793,9795,9796,9901,9975,9984,9985,9987,0.098884186,-3.019230769,-0.623076923,-18.55384615,0.543639446,0.153846154,0.269230769,0.230769231,-7.1,-7.015384615,-6.803846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,4094,7487,7603,7963,7975,8146,8547,8711,8954,9006,11107,1331,1591,10957,3465,8462,6966,4554,4652,12135,10974,3079,4348,10565,10738,7849,0.0816528,-2.619230769,-0.427403846,-18.96153846,0.567225256,0.538461538,0.346153846,0.384615385,-7.819230769,-7.226923077,-7.023076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,1842,4755,12524,9534,9871,2567,8156,1751,1490,5106,1092,9357,2470,5703,2944,9582,6400,12464,8805,12192,7557,12736,9056,3815,12779,11438,0.062916608,-2.7,-0.440384615,-18.90384615,0.5158908,0.576923077,0.307692308,0.5,-7.965384615,-7.357692308,-7.076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1195,8695,10951,5936,4102,4952,10513,6843,6295,8564,1471,939,5603,6630,1624,11667,8361,1089,5810,9730,11051,8905,8444,1285,8745,1970,0.045321425,-2.976923077,-0.522435897,-18.82307692,0.548566706,0.307692308,0.115384615,0.538461538,-7.715384615,-7.319230769,-6.969230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2640,4182,10492,11316,4999,8173,5392,12865,1309,1821,4123,10618,954,7894,7507,2846,2119,1511,9632,4800,1420,5433,2117,6424,4836,9564,0.033311962,-3.334615385,-0.662660256,-19.58461538,0.529126955,0.076923077,0.192307692,0.423076923,-7.926923077,-7.434615385,-7.157692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,9017,6441,12138,12322,5836,3376,8836,501,1836,4682,7659,3908,9429,8664,9096,12005,10193,7960,11771,5369,6973,1435,12251,9683,10751,10557,0.059562048,-2.823076923,-0.467628205,-18.06923077,0.541030551,0.653846154,0.269230769,0.076923077,-7.553846154,-7.173076923,-6.815384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,8571,3754,12686,1257,3662,9099,3614,5293,4042,6035,8147,3566,3699,8977,4304,6163,7785,5691,2808,12891,5177,1741,8897,8712,8631,11634,0.063683152,-2.284615385,-0.346794872,-18.27692308,0.568002736,0.461538462,0.461538462,0.692307692,-7.353846154,-7.123076923,-6.776923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,10509,877,10520,909,10287,12307,4357,1623,11415,12848,7967,8089,10367,1134,1537,2084,7604,7778,8923,9151,1385,1565,2075,2087,3122,3462,0.081228034,-2.676923077,-0.453365385,-19.55,0.540890276,0.153846154,0.576923077,0.269230769,-8.219230769,-7.511538462,-7.146153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,6679,12280,5502,9214,8927,2267,6479,5257,4662,3294,8241,1114,12852,2033,11686,5815,2744,2764,10168,1371,3760,4569,11308,2947,2348,9217,0.048193245,-2.907692308,-0.511538462,-18.45,0.575778489,0.384615385,0.307692308,0.538461538,-7.861538462,-7.376923077,-7.019230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,4240,1190,3488,3261,5397,4583,811,574,12398,7191,6642,940,3858,640,11809,971,1957,7364,10415,8908,5945,5676,11890,723,10211,12036,0.047225607,-3.138461538,-0.525480769,-19.47307692,0.570702776,0.5,0.230769231,0.346153846,-7.703846154,-7.503846154,-7.219230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,12037,3423,4969,12293,7268,5004,3689,2498,1717,12088,7270,898,10717,7478,3731,1104,3804,2252,7450,11080,8671,9496,10096,7138,448,7314,0.04621188,-2.538461538,-0.437980769,-18.74230769,0.548660721,0.615384615,0.269230769,0.692307692,-7.734615385,-7.434615385,-7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,8756,3168,1258,1788,10252,3843,1255,2027,10624,12829,2637,2484,4634,12890,5965,1212,2688,9166,10949,11184,4490,4659,1149,5027,8679,4945,0.047945181,-2.580769231,-0.411378205,-19.34230769,0.556343624,0.153846154,0.384615385,0.692307692,-7.934615385,-7.419230769,-6.996153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,5068,5072,5078,5093,5099,5110,5111,5137,5165,5182,5183,5200,5212,5229,5256,5330,5335,5359,5373,5401,5412,5428,5468,5476,5557,5599,0.098884186,-2.419230769,-0.385737179,-18.6,0.529543843,0.307692308,0.230769231,0.461538462,-7.35,-6.915384615,-6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,4892,12215,2255,5864,7680,8622,2313,12458,2122,12033,4344,9704,5526,10920,8166,6384,11292,10976,3653,11865,2811,4841,1335,3394,9946,11447,0.048678188,-3.511538462,-0.658333333,-19.20769231,0.553969193,0.192307692,0.346153846,0.423076923,-7.788461538,-7.219230769,-6.842307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,935,12054,3460,12218,2250,9281,5124,7476,5900,8606,5287,12370,10363,2593,4238,2932,9782,1886,11880,3885,8495,2679,2195,4711,1203,4978,0.061349263,-2.580769231,-0.448878205,-19.88846154,0.535382455,0.230769231,0.384615385,0.653846154,-8.134615385,-7.5,-7.134615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,3950,11578,7413,6786,10485,4030,11498,4646,6658,8208,11348,9146,4196,3340,7150,6185,2377,8235,4015,8849,8883,6336,12185,9447,9066,10977,0.055654002,-2.730769231,-0.446153846,-19.35769231,0.557039582,0.461538462,0.230769231,0.269230769,-7.492307692,-7.188461538,-7.011538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,5566,5621,5629,5657,5660,5685,5740,5764,5769,5777,5802,5888,5904,6032,6092,6164,6169,6259,6320,6347,6411,6442,6490,6590,6615,6647,0.043886352,-2.85,-0.446314103,-18.24230769,0.575015719,0.346153846,0.269230769,0.423076923,-7.05,-7.026923077,-6.776923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,9660,8326,6969,3536,4178,10518,2588,3587,4850,3428,8531,1613,2233,8339,12277,2961,12445,12435,12101,3808,1436,7385,7595,550,1006,699,0.037582103,-3.080769231,-0.584134615,-19.45769231,0.561717445,0.076923077,0.307692308,0.5,-8.080769231,-7.523076923,-7.046153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,5780,5801,5882,5955,6036,6040,6134,6319,6322,6378,6387,6437,6486,6488,6498,6519,6535,6541,6622,6719,6722,6752,6788,6797,6813,6823,0.028031535,-2.861538462,-0.458653846,-18.19230769,0.550796246,0.153846154,0.423076923,0.5,-7.142307692,-7.119230769,-6.938461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,702,736,833,871,958,988,1131,1229,1243,1260,1272,1283,1306,1339,1404,1530,1552,1705,1713,1726,1760,1785,1810,1888,1889,1891,0.043886352,-2.442307692,-0.400961538,-19.66923077,0.520019362,0.307692308,0.153846154,0.384615385,-8.757692308,-8.046153846,-7.373076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,7624,10960,479,5979,455,2141,9855,9973,3041,3910,12027,6465,525,6736,12139,11651,5586,8976,1860,12766,8956,9011,2934,478,6069,9087,0.059717067,-2.653846154,-0.39599359,-17.70384615,0.55539413,0.538461538,0.269230769,0.730769231,-7.803846154,-7.365384615,-6.861538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,3185,2680,4544,2448,8295,12073,6287,2992,8506,2461,10728,11103,10463,8113,767,5921,11551,4200,10089,4139,1000,5197,6774,8096,477,10877,0.049248513,-3.211538462,-0.522435897,-19.31538462,0.541927508,0.115384615,0.307692308,0.423076923,-7.953846154,-7.346153846,-6.942307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,5356,5361,5367,5388,5391,5402,5416,5421,5425,5471,5483,5563,5567,5576,5577,5579,5591,5592,5606,5610,5619,5636,5642,5652,5659,5675,0.031342706,-2.480769231,-0.37724359,-18.15384615,0.53741029,0.5,0.076923077,0.269230769,-6.9,-6.915384615,-6.673076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1950,4810,11013,2375,10745,9489,3059,12498,2530,8851,1074,8845,6119,3652,10716,10112,3673,11379,11978,8635,8847,2077,8031,7853,6096,7502,0.034742277,-3.2,-0.629647436,-18.88846154,0.550860979,0.153846154,0.269230769,0.192307692,-7.85,-7.273076923,-6.915384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,3421,3487,3639,3657,3752,3770,3787,3802,3841,3849,3869,3917,3987,4051,4074,4176,4203,4217,4274,4333,4365,4390,4391,4491,4505,4512,0.043886352,-2.338461538,-0.3375,-19.10384615,0.53743505,0.423076923,0.384615385,0.423076923,-7.6,-7.184615385,-7.011538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,12495,9716,11940,7002,1540,9775,7131,2943,10035,5171,9507,1804,3591,473,10072,3949,12461,9743,6798,12801,11902,3742,10105,7783,1531,8662,0.053474117,-2.515384615,-0.387820513,-18.60769231,0.534109992,0.307692308,0.461538462,0.269230769,-7.438461538,-7.180769231,-6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,6527,10148,2979,2282,4216,11031,7640,3531,2268,10930,1892,10409,2813,11283,10980,10587,3687,9837,6542,9309,1365,1414,12119,12663,12710,8224,0.044919468,-3.196153846,-0.588942308,-18.83076923,0.55699092,0.307692308,0.346153846,0.538461538,-7.873076923,-7.269230769,-6.815384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,8632,3663,5680,4427,1706,1479,10016,7025,7388,9218,2636,11442,8659,12282,9815,4767,7695,6800,1338,8732,3712,10479,10476,3913,9965,1446,0.053277194,-3.265384615,-0.596153846,-19.86153846,0.549123956,0.461538462,0.538461538,0.423076923,-7.407692308,-7.246153846,-6.946153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,6348,3961,10430,12751,9769,2643,2134,9137,541,9645,1061,7437,5978,11898,5018,3114,9649,6669,2465,5160,9928,8868,1924,3115,4145,6130,0.044617088,-2.696153846,-0.422275641,-18.61153846,0.558423432,0.307692308,0.076923077,0.615384615,-7.715384615,-7.373076923,-6.907692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,4095,4729,6318,4954,9903,5231,5874,3022,2928,9391,7129,9661,4049,1890,10947,11058,5251,7673,7337,3005,2164,4852,9970,12800,12271,11913,0.048244337,-2.588461538,-0.38125,-18.71153846,0.541477347,0.115384615,0.346153846,0.807692308,-7.619230769,-7.176923077,-6.746153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,219,220,221,222,223,224,227,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,0.043886352,-2.976923077,-0.553205128,-17.05769231,0.550261039,0.769230769,0.307692308,0.153846154,-5.461538462,-5.642307692,-5.896153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,3927,4538,3939,10277,4472,9381,8944,3726,8266,9787,5651,11291,8152,6778,7063,6485,9949,6286,1401,4885,10623,4703,7689,3575,10404,1634,0.061567713,-3.057692308,-0.581730769,-18.41538462,0.573468958,0.384615385,0.192307692,0.538461538,-7.423076923,-7.157692308,-6.946153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,7656,4570,6566,2861,11545,6505,5153,11266,7724,8973,6652,3605,5008,5679,2089,2583,9271,11523,6435,9337,12700,3532,10860,4257,4037,1995,0.078428586,-2.415384615,-0.364583333,-19.44230769,0.566325366,0.307692308,0.384615385,0.5,-7.780769231,-7.238461538,-6.892307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2374,3932,7882,4728,5097,4028,2596,3452,4768,10491,10566,11069,11278,1360,12826,2272,10322,5933,12109,11448,2073,11985,3923,2731,6780,3328,0.048878216,-2.319230769,-0.322916667,-19.88846154,0.522639392,0.423076923,0.269230769,0.615384615,-7.942307692,-7.315384615,-6.915384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3622,4814,10267,11017,11393,1122,1559,12537,11021,9594,9611,6926,12599,554,11084,10856,6803,2407,11385,8792,8554,484,4666,10606,2525,12879,0.031798255,-2.969230769,-0.520192308,-18.32307692,0.515089065,0.307692308,0.384615385,0.846153846,-7.546153846,-7.234615385,-6.838461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1015,3650,7033,5048,12725,4023,6258,11143,5963,10574,2924,6755,5627,10262,11647,12570,10073,8676,6977,3315,10919,1545,9286,6456,9077,1701,0.060281354,-2.646153846,-0.553205128,-18.74230769,0.527882579,0.153846154,0.5,0.307692308,-7.315384615,-7.203846154,-6.907692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,10753,7795,11269,714,5381,709,3694,6593,8507,10183,6285,1953,6432,11561,8181,6221,7842,7452,7773,9532,9222,4668,8005,3221,12114,5700,0.026150618,-2.876923077,-0.56025641,-19.68076923,0.535605892,0.115384615,0.346153846,0.307692308,-7.880769231,-7.230769231,-6.988461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,737,10994,3873,12017,7226,3286,12041,1456,11428,6900,4754,10843,2091,2584,9034,5320,1083,1042,1315,5132,8133,6633,1630,6855,5438,2264,0.042035546,-3.076923077,-0.575160256,-18.91538462,0.519125536,0.307692308,0.307692308,0.307692308,-8.05,-7.426923077,-7.019230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,3026,3102,5868,4948,8952,7951,6909,1822,3037,1561,8431,8733,3013,9228,10895,12820,7004,893,5314,7263,12528,2969,5163,3030,4833,5969,0.106468795,-3.396153846,-0.624198718,-19.17692308,0.551897154,0.346153846,0.269230769,0.230769231,-7.776923077,-7.384615385,-6.992307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,965,7329,6692,1987,3012,2078,11998,1728,8450,9278,1087,6007,9956,6025,5527,7932,2249,7675,7837,4736,1996,9440,5204,7465,4541,4086,0.053682215,-2.738461538,-0.440544872,-18.61923077,0.557486298,0.269230769,0.423076923,0.5,-8.103846154,-7.373076923,-7.161538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,10573,11127,9824,12183,1247,8268,10433,8220,1928,10666,1945,1620,11187,7397,3668,6353,2956,10523,7926,8249,1568,3723,10645,9911,10325,6639,0.052564459,-2.942307692,-0.498237179,-19.21923077,0.520963267,0.307692308,0.192307692,0.269230769,-7.9,-7.246153846,-6.946153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2372,4004,9334,2499,1703,12752,2389,9403,943,4130,5984,1832,580,1397,3011,11455,4224,1251,6123,12318,7528,2224,2858,8666,1746,2382,0.054140865,-2.473076923,-0.382211538,-19.59230769,0.5193538,0.423076923,0.461538462,0.423076923,-8.323076923,-7.665384615,-7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,12151,12264,12845,8817,2684,7599,12136,7925,2454,2168,2209,3856,2466,4347,12061,1403,12434,9811,3700,3018,9296,8657,1667,1111,6799,6853,0.072619382,-2.480769231,-0.405288462,-18.44615385,0.550016613,0.423076923,0.384615385,0.384615385,-8.126923077,-7.4,-6.919230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,7996,5737,2412,9592,3480,11764,9208,4727,822,5713,4259,3957,2819,12617,12133,7984,9747,4060,2172,11987,8348,8449,5118,450,7962,1191,0.04903243,-2.85,-0.481730769,-19.10384615,0.555452663,0.538461538,0.384615385,0.5,-7.930769231,-7.261538462,-6.826923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,12104,6377,9706,3464,6216,5761,962,11024,3412,3631,9616,6089,11011,5059,3635,9573,12547,11198,9459,9619,471,8539,11464,3477,4046,4933,0.030193367,-2.730769231,-0.493429487,-18.23461538,0.523095318,0.269230769,0.346153846,0.538461538,-7.376923077,-7.119230769,-6.676923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6383,2963,6453,10677,2513,5405,5482,3781,7738,2222,9693,1506,4574,4360,963,5271,2104,10009,9380,6656,2519,11791,12372,6601,12514,9256,0.042933045,-2.876923077,-0.557852564,-18.81923077,0.578059203,0.423076923,0.384615385,0.423076923,-7.915384615,-7.3,-6.819230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,781,7166,6789,1851,6526,6472,12421,8106,4587,990,9717,6178,2106,4670,10912,5751,10625,2420,11801,4853,2316,2455,7535,10687,7552,5922,0.060486892,-2.765384615,-0.483814103,-19.09615385,0.558120304,0.346153846,0.115384615,0.615384615,-8.2,-7.392307692,-6.934615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,5662,5678,5696,5709,5760,5762,5808,5832,5855,5860,5871,5903,5931,6087,6183,6197,6214,6231,6250,6312,6333,6365,6417,6445,6460,6471,0.098884186,-2.657692308,-0.379647436,-18.33846154,0.57251168,0.423076923,0.692307692,0.384615385,-7.038461538,-7.057692308,-6.919230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1088,1096,1130,1264,1301,1346,1532,1650,1672,1689,1691,1694,1873,1948,1955,2008,2102,2110,2213,2217,2257,2298,2342,2379,2510,2521,0.024666667,-3.153846154,-0.587980769,-20.25769231,0.529641931,0.192307692,0.230769231,0.461538462,-9.676923077,-8.096153846,-7.115384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,4921,10800,3056,10586,5559,6539,12511,941,4825,3419,11289,3159,11705,3178,3112,3154,3327,6077,6602,12353,8589,3121,11097,9395,3520,12792,0.101817869,-2.688461538,-0.542788462,-17.95384615,0.582618996,0.346153846,0.307692308,0.461538462,-7.469230769,-7.338461538,-6.907692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1871,8382,1967,11220,11424,9629,3920,11391,11072,10229,2088,9008,6534,2359,139,412,432,464,553,608,683,715,742,755,788,906,0.063944251,-3.611538462,-0.684294872,-18.52307692,0.58462256,0.615384615,0.230769231,0.423076923,-8.307692308,-7.623076923,-7.034615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2229,2547,6262,2143,3447,6386,7418,2900,4817,7298,7451,11234,3335,5403,9567,12290,1288,11132,3766,4504,1697,10280,10285,5699,1172,11487,0.029453095,-2.680769231,-0.482692308,-19.27692308,0.56788185,0.115384615,0.346153846,0.269230769,-7.753846154,-7.469230769,-7.142307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6449,6480,6481,6487,6497,6553,6581,6683,6684,6706,6776,6828,7010,7015,7076,7095,7097,7180,7246,7427,7511,7545,7561,7568,7792,7803,0.024666667,-2.45,-0.409134615,-19.14230769,0.592755783,0.115384615,0.461538462,0.5,-7.680769231,-7.315384615,-7.376923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,7860,4508,5551,2166,10394,9259,10838,1779,4560,3075,8429,7330,5378,4742,12479,7481,11941,11493,4059,6327,9075,10050,4591,1807,5620,3918,0.055766569,-2.926923077,-0.559935897,-18.75384615,0.57344901,0.307692308,0.192307692,0.769230769,-7.642307692,-7.280769231,-7.119230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,4743,4775,4786,4821,4856,4859,4880,4957,4958,4960,4963,4971,4982,4983,4994,5041,5071,5104,5167,5185,5240,5243,5269,5272,5319,5323,0.031342706,-3.253846154,-0.615064103,-19.52692308,0.496177667,0.038461538,0.384615385,0.076923077,-7.534615385,-7.007692308,-6.673076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,9233,5374,8403,5134,3175,1749,1847,9304,780,5275,4377,6009,10257,7417,11889,4980,11338,10817,2902,5588,8223,8145,1078,835,3984,2790,0.044513368,-2.15,-0.337179487,-19.22692308,0.506128905,0.230769231,0.192307692,0.384615385,-7.888461538,-7.434615385,-6.992307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,8525,3628,8673,11194,7506,9091,4493,6369,10478,10690,9020,7805,11062,6288,1653,12781,2821,1245,5014,5513,11219,7988,3495,8828,6057,2439,0.056335855,-2.730769231,-0.489423077,-18.82307692,0.52700828,0.384615385,0.423076923,0.461538462,-7.565384615,-7.288461538,-7.126923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,9032,9043,9130,9133,9158,9160,9176,9451,9469,9549,9568,9750,9790,9814,9822,9848,9859,9896,9915,9920,9992,9995,10010,10061,10101,10117,0.043886352,-2.803846154,-0.450641026,-18.38076923,0.57681359,0.653846154,0.269230769,0.538461538,-7.065384615,-6.980769231,-6.707692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
